en,fr
"There are several types of aberrations, the main ones being chromatic and spherical.",Les principaux sont l’aberration chromatique et l’aberration sphérique.
All types of aberration cause deformation of the image transmitted by the telescope.,Chacun a pour résultat de déformer l’image qu’une lunette transmet.
Chromatic aberration occurs because light rays of different colours are not all bent by the same amount as they pass through a lens.,"L’aberration chromatique se produit parce que les rayons lumineux de différentes couleurs ne sont pas tous déviés de la même façon lorsqu’ils traversent une lentille; par conséquent, il leur est impossible de se concentrer en un seul et même point."
"Consequently, it is impossible to concentrate the rays into a single point.",Le résultat est une image bordée de franges de couleurs différentes.
Chromatic aberration causes coloured fringes to appear around the image.,L’aberration sphérique est due à la forme même de la lentille.
Spherical aberration is due to the shape of the lens.,Une lentille n’est en effet rien de moins qu’un morceau de verre dont les surfaces sont des portions de sphère.
A lens is nothing more than a piece of glass with each surface shaped like a portion of a sphere.,"Or, la surface sphérique n’est pas la meilleure forme pour concentrer des rayons lumineux en un seul point."
"Unfortunately, a sphere is not the best shape for concentrating light rays into a single point, but is the easiest shape to make when grinding and polishing glass.",Elle est cependant souvent utilisée parce que c’est de loin la forme la plus facile à produire lorsque l’on creuse et polit un morceau de verre.
Spherical aberration causes images to be blurred.,L’aberration sphérique a pour résultat de créer des images floues.
"These days, refracting telescopes are made using several lenses that are designed and put together in ways that minimize the problems caused by aberrations.","De nos jours, les lunettes astronomiques sont faites de plusieurs lentilles qui sont conçues et agencées de manière à minimiser les problèmes d’aberration."
Video sequence   Peter Gordon Martin explains what aberration is.,Séquence vidéo  Peter Gordon Martin explique ce qu’est l’aberration.
Video sequence   Jaymie Mark Matthews explains what a reflector is.,Séquence vidéo  Jaymie Mark Matthews explique ce qu’est un réflecteur.
"Astronomers « Return to the instruments Reflecting telescopes Concentrating light using mirrors In contrast to a refracting telescope, which uses lenses to enlarge images, reflecting telescopes (also known as reflectors) use mirrors to accomplish the same goal.","Astronomes « Retour aux instruments Les télescopes Concentrer la lumière par réflexion sur des miroirs Contrairement à la lunette astronomique, qui tire parti des lentilles pour obtenir une image grossie, le télescope, appelé aussi « réflecteur », utilise des miroirs pour y parvenir."
"The advantages are numerous: manufacturing mirrors is simpler and less costly than lenses, there are less aberration-related problems, and the main mirror can be supported from below.","Les avantages de ce dispositif sont nombreux : la fabrication des miroirs est beaucoup plus simple et moins coûteuse que celle des lentilles, il y a moins de problèmes d’aberration et le miroir principal peut être soutenu par sa base."
"Today, the reflecting telescope is considered as one of the most powerful scientific instruments ever invented.","On considère aujourd’hui, à juste titre, que c’est un des instruments scientifiques les plus puissants jamais inventés par l’homme."
"Sometime between 1540 and 1553, the English mathematician Leonard Digges constructed the first reflecting telescope using a mirror and a lens.","Entre 1540 et 1553, le mathématicien anglais Léonard Digges construit le premier télescope, composé d’un miroir réfléchissant et d’une lentille."
"In 1576, his son Thomas, an astronomer, used it to defend the idea that the Universe is infinite, which was a revolutionary concept at the time.","En 1576, son fils Thomas, qui est astronome, l’utilise pour défendre l’idée que l’Univers est infini, une notion révolutionnaire pour son époque."
"Nevertheless, it would be another 100 years before the reflecting telescope was widely used.","Pourtant, il faudra attendre plus de 100 ans avant de voir l’usage du télescope se répandre."
"In 1663, the Scottish mathematician and astronomer James Gregory published his book Optima Promota in which he included the design for a new type of compact reflecting telescope.","En 1663, le mathématicien et astronome écossais James Gregory publie Optima Promota, un livre dans lequel il décrit le concept d’un nouveau type de télescope compact."
"The English physicist Robert Hooke built the actual instrument several years later, only a short time before Isaac Newton developed his own telescope in 1668.","Le physicien anglais Robert Hooke le construira quelques années plus tard, peu de temps avant qu’Isaac Newton mette au point son propre télescope en 1668."
The principle behind Newton’s telescope was so simple that we still use it today.,Le principe du télescope de Newton est si simple qu’on l’utilise encore de nos jours.
It consists of two mirrors: the primary and the secondary.,Il se compose de deux miroirs.
The primary mirror has a parabolic shape and serves to collect light from the object of interest.,"Le premier, appelé miroir primaire, est de forme parabolique et sert à collecter la lumière provenant de l’objet observé."
"The secondary mirror, smaller than the primary, is flat and inclined in such a way as to reflect light from the primary mirror towards the ocular and the observer.","Le miroir secondaire, plus petit, est plat et disposé en diagonale de façon à dévier la lumière hors du télescope vers un oculaire et l’observateur."
"In 1672, the Catholic priest and French teacher Laurent Cassegrain invented a new type of reflecting telescope that he described in an unpublished manuscript.","En 1672, le prête catholique et enseignant français Laurent Cassegrain invente un nouveau type de télescope qu’il décrit dans un manuscrit qui demeurera non publié."
"The Cassegrain telescope consisted of a primary parabolic mirror, which collected light from the celestial object, and a secondary mirror, which faced the primary mirror and concentrated the reflected light towards the observer by directing it through a hole in the centre of the primary mirror.",Le télescope de Cassegrain se compose d’un miroir primaire parabolique qui collecte la lumière de l’objet observé et d’un miroir secondaire situé vis-à-vis qui recueille la lumière réfléchie et la concentre vers l’observateur par un trou situé au centre du miroir primaire.
"The image could therefore be viewed from behind the telescope, and not from the side, as with Newton’s design.",L’image peut donc être perçue derrière le télescope et non sur le côté (comme pour le télescope de Newton).
"The big advantage to the Cassegrain design is its compact size, which makes it portable.","Le grand avantage du télescope Cassegrain est son format compact, ce qui le rend facilement transportable."
"Moreover, heavy instruments can be installed at its based.","De plus, on peut installer des instruments lourds à sa base."
"Today, the Cassegrain reflector is the most commonly used type of telescope.",C’est aujourd’hui le type de télescope le plus utilisé.
Video sequence   John Barrie Hutchings explains what a refractor is.,Séquence vidéo  John Barrie Hutchings explique ce qu’est un réfracteur
Astronomers « Return to the instruments Invisible light collectors Seeing the invisible Refracting and reflecting telescopes are used to collect and study visible light.,Astronomes « Retour aux instruments Les capteurs de lumière invisible Voir l’invisible Les lunettes astronomiques et les télescopes servent à collecter et étudier la lumière visible.
"Although visible light provides valuable information, it only represents a tiny portion of the electromagnetic spectrum.","Riche en information, ce type de lumière occupe pourtant une portion infime du spectre électromagnétique."
"To see the rest of the spectrum, which consists of invisible colours, researchers need to use collectors that are capable of detecting wavelengths that correspond to the type of light they wish to study.","Pour accéder au reste du spectre, qui est composé de couleurs invisibles, les chercheurs doivent utiliser des collecteurs capables de détecter les longueurs d’onde de la lumière qu’ils désirent étudier."
"For the infrared domain, the parabolic mirror of a reflecting telescope remains the ideal means by which to collect and concentrate the light rays.","Pour le domaine de l’infrarouge, le miroir parabolique d’un télescope demeure le dispositif idéal pour collecter et concentrer les rayons lumineux."
"Because the light being collected is invisible, the human observer is replaced by an infrared detector at the mirror’s focal point.","Cependant, comme la lumière recueillie est invisible, on remplace l’observateur par un détecteur infrarouge que l’on dispose au foyer du miroir."
Its purpose is to measure the intensity of the infrared rays.,Son objectif est de mesurer l’intensité des rayons lumineux.
"Unfortunately, the situation is considerably more complex for the mid- and far-infrared domains.","Malheureusement, au-delà de cette longueur d’onde (dans l’infrarouge moyen et lointain), la situation se complique considérablement."
"One of the complications for detecting infrared sources in space is that the reflecting telescope collects a lot of background infrared light from the atmosphere, from any human observers present in the room, and from the telescope itself.","Le télescope collecte en effet beaucoup de lumière infrarouge indésirable provenant de l’atmosphère, de l’observateur ou du télescope lui-même; la raison étant qu’autour de 20 °C, les objets émettent de la lumière dans cette région du spectre."
"In addition, atmospheric water vapour absorbs a large part of the infrared rays coming from space, which makes data collection difficult – or even impossible – at some wavelengths.","De plus, la vapeur d’eau atmosphérique absorbe une grande partie des rayons infrarouges provenant de l’espace, ce qui rend la collecte des données difficile, voire impossible à certaines longueurs d’onde."
"To overcome these problems, detectors are cooled to very low temperatures (sometimes down to -269 °C) and the telescopes are placed at the highest elevations possible where the air is drier.","Pour pallier ces problèmes, les détecteurs sont refroidis à très basse température (parfois jusqu’à -269 °C) et on dispose les télescopes en altitude, le plus haut possible dans l’atmosphère, là où l’air est sec."
"Another solution is to put them directly into space, orbiting Earth.","Une autre solution consiste à les mettre dans l’espace, en orbite autour de la Terre."
The great interest for astronomers in observing the infrared light of the Universe is due to its powers of penetration.,L’intérêt d’observer l’Univers dans l’infrarouge tient en grande partie à son pouvoir pénétrant.
"Infrared waves are capable of passing through dust, allowing us to see regions that are otherwise impenetrable to visible light, such as the interiors of nebulas.","Les ondes infrarouges sont en effet capables de passer au travers de la poussière, ce qui nous permet de voir des régions qui seraient autrement inaccessibles, comme l’intérieur des nébuleuses."
"At longer wavelengths in the microwave domain, absorption by water is a persistent problem and the best solutions are to collect data from high elevations or satellites.","À des longueurs d’ondes plus grandes, dans le domaine des micro-ondes, le problème d’absorption par l’eau est toujours présent et l’observation en altitude et à partir de satellites demeurent les meilleures solutions."
"In order for light rays to be concentrated at the focal point of a reflecting telescope, the size of the irregularities in the curve of the parabolic collector must be smaller than the wavelength of the light being collected.","En effet, pour que les rayons lumineux se concentrent en un seul point au foyer, la taille des irrégularités de courbure du collecteur parabolique doit être plus petite que la longueur d’onde de la lumière observée."
"Consequently, it is not necessary to use a highly polished reflecting surface like a mirror for light with very long wavelengths, like microwaves; instead, a simple metal dish will suffice.","Par conséquent, il n’est pas nécessaire d’utiliser une surface réfléchissante polie de façon très précise, comme un miroir; une simple soucoupe de métal suffit."
Microwaves are of immense interest to astronomers.,Les micro-ondes sont très étudiées en astronomie.
"Cosmic background radiation – that amazing ""first light"" emitted when the Universe was only a few hundred thousand years old – exists mainly in the form of microwaves.","Le rayonnement de fond cosmologique, cette lumière fantastique émise quelques centaines de milliers d’années après la naissance de l’Univers, est un rayonnement micro-onde."
"Radio waves, which have even longer and less energetic wavelengths than microwaves, are typically collected using large metal dishes.","Pour les longueurs d’ondes encore plus grandes et moins énergétiques que les micro-ondes, dans le domaine des ondes radio, l’utilisation de grandes soucoupes de métal, ou radiotélescopes, est courante."
Radio waves are produced by supernova remnants and by electrons passing through the magnetic fields of distant radio galaxies.,"Dans l’espace, les ondes radio sont produites dans les restes de supernovae et par des électrons traversant les champs magnétiques des lointaines radiogalaxies."
"For light with wavelengths that are shorter than those of visible light, like ultraviolet rays, it is possible to use optical telescopes.","Pour les longueurs d’ondes plus petites que la lumière visible, c’est-à-dire les rayons ultraviolets, l’usage de télescopes optiques est permis."
"Unfortunately for astronomers (but fortunately for human beings), most ultraviolet light is absorbed by the ozone layer before reaching Earth’s surface.","Malheureusement (mais heureusement pour nous), la plus grande partie de cette lumière est absorbée par la couche d’ozone."
It is therefore necessary to use satellites for ultraviolet studies.,Il est donc nécessaire de faire appel à des satellites d’observation.
Ultraviolet light is the most abundant type of energy generated by very hot stars.,Les étoiles les plus chaudes émettent l’essentiel de leur énergie dans l’ultraviolet.
"Satellites must also be used to study X-rays and gamma rays, which have wavelengths that are even shorter and more energetic than those of ultraviolet rays.","Aux longueurs d’ondes encore plus petites et plus énergétiques, dans le domaine des rayons X et gamma, on doit également utiliser des satellites."
"These light rays are so energetic, however, that they can easily pass through mirrors; special collectors must be used to detect them.","Cependant, ces rayons sont si énergétiques qu’ils passent facilement au travers des miroirs; on doit donc utiliser des collecteurs spéciaux pour les détecter."
Most X-rays are emitted by pockets of hot gases found between galaxies and near black holes.,Les rayons X sont typiquement émis par les gaz très chauds qu’on trouve entre les galaxies et près des trous noirs.
Gamma rays are mainly found in the vicinity of supernova explosions.,"Quant aux rayons gamma, on les retrouve, entre autres, au voisinage des explosions de supernovae."
"Astronomers « Return to the instruments Photographic plates Memorizing light In the early days of astronomy, astronomers had to draw their observations on paper.","Astronomes « Retour aux instruments Les plaques photographiques Mémoriser la lumière Très tôt dans l’Histoire, les astronomes ont eu recours au dessin pour enregistrer leurs observations sur papier."
"The method was, of course, imperfect and prone not only to errors in reproduction, but also to the unintentional omission of important details.",La méthode n’était pas parfaite et laissait évidemment place à des erreurs sans compter le manque de détails que comportaient les illustrations.
"The invention of photography, which could accurately transfer images to paper, was quickly adopted as a convenient solution.","Aussi, l’invention de la photographie, un procédé permettant de transférer les images sur papier, est vite apparue comme une solution."
"In fact, astronomers began using photography almost as soon as it was invented.",Les astronomes l’adoptèrent pratiquement dès sa création.
"The principle behind photography is the use of light-sensitive chemicals, like silver salts.","Son principe repose sur l’utilisation de produits chimiques sensibles à la lumière, comme les sels d’argent."
These are dispersed in a gel to create a mixture known as emulsion.,Ceux-ci sont dispersés dans une gélatine pour former un mélange appelé une émulsion.
"Once the emulsion is exposed to light, the light-sensitive chemicals react and become opaque to varying degrees depending on the amount of exposure.","Lorsque l’émulsion est exposée à la lumière, les cristaux de sels d’argent réagissent et deviennent, selon leur degré d’exposition aux rayons lumineux, plus ou moins opaques."
The result is a photographic image.,Le résultat est alors une image.
It was in 1793 that the French inventor Joseph Nicéphore Niépce first began thinking of a method to record light.,"En 1793, l’inventeur français Joseph Nicéphore Niépce commence à réfléchir à un procédé qui garderait en mémoire la lumière."
He started experimenting in 1814 and succeeded in setting images on paper in 1816.,Il débute ses expériences en 1814 et parvient à fixer sur papier des images à partir de 1816.
"In 1822, he made the first permanent photo by using a sheet of polished tin coated with a petroleum derivative called bitumen of Judea (a type of tar).","En 1822, il réussit la première photo permanente en utilisant une feuille d’étain polie enduite de bitume de Judée (une sorte de goudron)."
"Unaware of the progress made by Niépce, the British scientist William Henry Fox Talbot began his own set of experiments in 1834 and recorded images on paper in 1835.","Ignorant tout des avancées faites par Niépce, le scientifique britannique William Henry Fox Talbot entreprend de son coté des expériences en 1834 et arrive à impressionner sur papier des images en 1835."
His process became known in 1839 and he obtained a patent in 1841.,Son procédé devient connu en 1839 et il obtient un brevet en 1841.
"The French inventor Hippolyte Bayard began his experiments before 1836, but it was only in 1839 that he is known, with certainty, to have successfully recorded an image.","L’inventeur français Hippolyte Bayard aurait, quant à lui, débuté ses expériences sur papier avant 1836, mais on sait de façon certaine qu’il réussit en 1839."
"His process was publicized in 1840, and of all the other methods developed before 1841, it was Bayard’s that produced the best and most detailed images.","De toutes les techniques mises au point avant 1841, c’est elle qui a produit les images les plus belles et les plus détaillées."
"In 1838, after continuing the work of his associate, Niépce, the French painter and inventor Louis Jacques Mandé Daguerre took an image of the Moon at the request of the French astronomer Dominique François Jean Arago.","En 1838, après avoir poursuivi les travaux de Niépce auquel il s’était associé, le peintre et inventeur français Louis Jacques Mandé Daguerre prend une image (qu’il nomme un « daguerréotype ») de la Lune à la demande de l’astronome français Dominique François Jean Arago."
"Daguerre’s technique, which used copper plates coated with silver, was made known to the public in 1839 and the images were called ""daguerreotypes"".","Sa technique, qui consiste à fixer les images sur des plaques de cuivre enduites d’argent, devient connue en 1839."
It would become the most widely used method after 1840.,Elle sera la méthode la plus utilisée à partir de 1840.
"The German astronomer Johann Heinrich von Mädler came up with term ""photography"" in 1839 by combining ""photo"" (from the Greek word for light) and ""graphy"" (to write).",L’astronome allemand Johann Heinrich von Mädler invente en 1839 le mot « photographie » du grec « photo » (qui veut dire lumière) et « graphie » (qui veut dire écrire).
"The word was quickly popularized by the British astronomer John Frederick William Herschel, who is often mistakenly given credit for inventing the word.","Le mot sera immédiatement popularisé par l’astronome britannique John Frederick William Herschel auquel on attribue souvent, à tort, l’invention du mot."
"In 1840, the American doctor and chemist John William Draper produced a daguerreotype of the Moon: the first astronomical photograph ever created in North America.","En 1840, le médecin et chimiste américain John William Draper réalise un daguerréotype de la Lune; c’est la première photographie astronomique réalisée en Amérique du Nord."
"The French optician Noël Marie Paymal Lerebours photographed the Sun for the first time in 1842, but no details were visible.","Le Soleil est photographié pour la première fois en 1842 par l’opticien français Noël Marie Paymal Lerebours, mais aucun détail n’est visible."
"In 1850, two Americans – astronomer William Cranch Bond and photographer John Adams Whipple – produced the first photograph of a star when they made a daguerreotype of Vega (also known as Alpha Lyrae).","En 1850, l’astronome américain William Cranch Bond et le photographe John Adams Whipple réalisent un daguerréotype de Véga (connue aussi sous le nom d’Alpha Lyrae); c’est la première photographie jamais réalisée d’une étoile."
"Also in 1850, the English inventor Frederick Scott Archer came up with the wet collodion process.","Toujours en 1850, l’inventeur anglais Frederick Scott Archer invente le procédé au collodion humide."
Collodion is a viscous (thick) liquid that Archer used to coat glass plates.,Le collodion est un liquide visqueux qu’Archer utilise pour enduire des plaques de verre.
"By producing a photographic negative on glass rather than on paper, the resulting images were much sharper and could be made much larger, hence the great interest for astronomers.","En produisant le négatif photographique sur du verre plutôt que sur du papier, les images créées sont beaucoup plus fines et peuvent être très grandes, d’où leur intérêt pour l’astronomie."
Archer published his technique in 1851 and astronomers rapidly adopted the use of photographic plates.,Archer publie sa technique en 1851 et les plaques photographiques sont rapidement adoptées par les astronomes.
"In 1857, using this method, George Phillips Bond of the United States was the first to photograph a double star (Mizar and Alcor).","Ainsi, en 1857, l’Américain George Phillips Bond est le premier à photographier une étoile double (Mizar et Alcor) à l’aide du procédé."
"In 1879, the American inventor George Eastman (who would go on to found the Eastman-Kodak company in 1892) built a machine for coating photographic plates with emulsion that allowed photographs to be produced in great quantity.","En 1879, l’inventeur américain George Eastman, qui fondera la compagnie Eastman-Kodak en 1892, construit une machine enduisant les plaques photographiques d’émulsion (ce qui permet de les produire en grand nombre)."
"During the first few decades of the 1900’s, the Eastman Company worked in collaboration with several astronomical observatories to develop emulsions that were increasingly sensitive to light.","Au cours des premières décennies des années 1900, la compagnie d’Eastman s’associe à plusieurs observatoires astronomiques et développe des émulsions de plus en plus sensibles."
The photographic plate thus became the imaging medium par excellence in the 20th century.,Les plaques photographiques deviennent alors le médium par excellence du vingtième siècle.
Astrophotography experienced its golden age between the 1960’s and 1980.,"Entre les années 1960 et 1980, l’astrophotographie connaît son âge d’or."
"Thanks to colour filters, images produced from photographic plates could also be presented in colours, which greatly increased the public’s interest in astronomy.","Grâce à des filtres de couleur, les images produites par les plaques photographiques sont souvent reproduites en couleurs et l’intérêt du grand public pour l’astronomie s’en trouve rehaussé."
"Astronomers « Return to the instruments Filters Blocking some light to reveal more details In 1861, the Scottish physicist James Clerk Maxwell created the first colour photograph.","Astronomes « Retour aux instruments Les filtres Bloquer une partie de la lumière pour mieux révéler certains détails En 1861, le physicien écossais James Clerk Maxwell réalise la première photographie en couleurs."
He made the photo by first placing a black and white photographic plate behind a plate of red glass.,Il prend sa photo en plaçant une plaque photographique noir et blanc derrière une plaque de verre de couleur rouge.
"He then repeated the procedure with a green plate, and then blue.","Il répète ensuite la procédure avec une autre plaque de verre verte, puis une bleue."
"He projected the three ""negatives"" on a screen using glass plates in the corresponding colours and thus obtained a colour image.","En projetant alors sur un écran les trois « négatifs » à travers les plaques de verre de couleurs correspondantes, Maxwell obtient une image en couleurs."
"Today, we call Maxwell’s red, green and blue glass plates ""filters"".","Aujourd’hui, on appellerait les plaques de verre de couleur rouge, verte et bleue utilisées par Maxwell des « filtres »."
"A filter allows some colours to be blocked, which emphasizes the remaining colours that pass through.",Un filtre permet de bloquer certaines couleurs; les couleurs qui parviennent à le traverser se trouvent donc mises en valeur.
"By carefully choosing filters, it is possible to reveal details that would otherwise be difficult to see.","On peut ainsi, à l’aide d’un choix judicieux, sélectionner un filtre qui révèle certains détails qui pourraient autrement être difficiles à voir."
"In 1878, Frederick Charles Luther Wratten of England founded one of the first companies to supply photographic material.","En 1878, le Britannique Frederick Charles Luther Wratten fonde une des premières compagnies à fournir du matériel photographique."
"In 1909, he developed a system of number-coded colour filters that quickly became the standard in the photography industry.","En 1909, il développe un système de filtres de couleur codifié par des nombres qui devient vite un standard dans le milieu de la photographie."
The Eastman-Kodak Company bought Wratten’s company in 1912 and continued to use his filter system.,La compagnie Eastman-Kodak achète sa compagnie en 1912 et continue à utiliser son système de filtres.
"After acquiring Wratten’s company, Eastman-Kodak began to manufacture filters specifically designed for astronomy work.","Peu après l’acquisition de la compagnie de Wratten, Eastman-Kodak commence à créer des filtres spécifiquement pour l’astronomie."
"The company continues to make them today and, surprisingly, still uses Wratten’s original numbering system.","Elle le fait toujours aujourd’hui et, fait étonnant, elle utilise toujours le système de numérotation de Wratten."
"The market is shared by other companies – like Lumicon, Meade and Orion – who also design filters for professional and amateur astronomers.","De nos jours, d’autres compagnies, comme Lumicon, Meade et Orion, conçoivent également des filtres pour les astronomes, autant professionnels qu’amateurs."
Some filters are designed to block out the artificial light of fluorescent and incandescent lighting; this serves to increase the contrast of many celestial objects.,"Certains filtres sont conçus pour bloquer la lumière artificielle produite par les éclairages fluorescents et incandescents, ce qui permet d’augmenter le contraste de plusieurs objets célestes."
Video sequence   Marie-Maude de Denus-Baillargeon explains what an optic filter is.,Séquence vidéo  Marie-Maude de Denus-Baillargeon explique ce qu'est un filtre optique.
"Astronomers « Return to the instruments Photometers Measuring the brightness of celestial objects A photometer is an instrument that measures and quantifies the brightness of a celestial body (a galaxy, star, comet or planet, for example).","Astronomes « Retour aux instruments Les photomètres Mesurer l’éclat des objets célestes Un photomètre est un appareil qui mesure et quantifie l’éclat d’un corps céleste (une galaxie, une étoile, une comète ou une planète, par exemple)."
"The brightness depends on the luminosity of the object and on the distance that separates the object from the photometer, as well as the amount of matter between the two that can obscure the object.",L’éclat dépend de la luminosité de l’objet mais aussi de la distance qui nous en sépare de même que de la quantité de matière qui peut l’obscurcir.
A very luminous star could appear dim if it is far enough away or is partly obscured by gaseous clouds and interstellar dust.,"Une étoile très lumineuse peut ainsi avoir un éclat faible si elle est très éloignée de nous ou si elle est obscurcie par des nuages de gaz et poussières interstellaires, par exemple."
A photometer has several applications in astronomy.,Le photomètre a plusieurs applications en astronomie.
"In the case of a star, for example, a photometer can be used to determine its temperature, its distance and even its age.","Dans le cas des étoiles par exemple, il peut servir à déterminer leur température, leur distance et même leur âge."
Photometers can also be used to determine if planets are orbiting about certain stars.,On peut également l’utiliser pour tenter de savoir s’il y a des planètes en orbite autour de certaines étoiles.
Let’s take a look at the case of temperature.,Prenons le cas de la température.
"A hot star will emit a lot of light in the blue portion of the spectrum (relatively energetic wavelengths), whereas a cold star will mainly emit red light (less energetic wavelengths).","Une étoile chaude aura tendance à émettre beaucoup de lumière dans le bleu (et donc à des longueurs d’onde relativement énergétiques), tandis qu’une étoile froide émettra surtout dans le rouge (et donc à des longueurs d’onde moins énergétiques)."
"By using a photometer to measure the amount of light emitted at blue and red wavelengths (that is, the ""colour"" of the star), temperature can be estimated.","En mesurant avec un photomètre la quantité de lumière émise dans le bleu et le rouge, donc essentiellement la couleur de l’étoile, on peut ainsi estimer sa température."
The brightness of a celestial object is a measure of its luminous flux: the amount of incoming light.,Mesurer l’éclat d’un objet céleste revient à mesurer le flux de lumière qu’on en reçoit.
"The luminous flux of a star is dependent on a combination of temperature, the size of its surface, and its distance from Earth.","Pour une étoile par exemple, le flux lumineux dépend de la température et de la dimension de sa surface ainsi que de la distance à laquelle elle se trouve."
"If we know its temperature (by its colour) and its distance (by other methods), we can calculate its surface area and thus its size.","Si on connaît sa température, par sa couleur, et sa distance, par d’autres types de mesures, on peut alors calculer sa surface, donc ses dimensions géométriques."
Astronomers can use photometers to precisely measure the amount of light emitted at specific wavelengths that correspond to the emission lines produced by heated chemical elements.,Les astronomes peuvent utiliser les photomètres pour mesurer de façon précise la lumière émise aux longueurs d’onde spécifiques des « raies d’émission » produites par les éléments chimiques chauffés.
This information is used to establish the chemical composition of a star.,Ils apprennent ainsi de quoi sont composées les étoiles.
Many different methods have been developed for estimating the brightness of celestial bodies.,"Au cours des siècles, plusieurs méthodes ont été mises au point pour estimer l’éclat d’un objet céleste."
"All the initial attempts, however, had a major drawback: the estimate had to be made visually and could vary greatly from one observer to another.",Elles avaient cependant toutes un inconvénient majeur : la détermination de l’éclat se faisait toujours visuellement et pouvait varier grandement d’un observateur à l’autre.
"In 1836, the British astronomer John Frederick William Herschel changed all that.","Cependant, tout change en 1836."
"Herschel invented a photometer (""astrometer"" as he called it) that allowed the observer to visually compare the brightness of stars using a scale based on the reduced telescopic image of the Moon.","L’astronome britannique John Frederick William Herschel invente alors un photomètre (qu’il nomme « astromètre ») permettant de comparer, à l’œil, grâce à une échelle, l’éclat des étoiles avec une image télescopique réduite de la Lune."
It was the first true photometer.,C’est le premier « vrai » photomètre.
"In 1839, the French astronomer Dominique François Jean Arago proposed the design of a new photometer using photographic principles.","En 1839, l’astronome français Dominique François Jean Arago propose de mettre au point un nouveau photomètre utilisant la photographie."
His goal was to eliminate the role played by the observer in determining the brightness of an object by rendering the technique completely objective.,Son but est d’éliminer le rôle joué par l’observateur dans la mesure de l’éclat et de rendre la technique totalement objective.
"In 1844, the French physicists Jean Bernard Léon Foucault and Armand Hippolyte Louis Fizeau conducted a series of experiments for Arago in which a photometer was coupled with a daguerreotype.","En 1844, les physiciens français Jean Bernard Léon Foucault et Armand Hippolyte Louis Fizeau réalisent une série d’expériences pour Arago dans lesquelles un photomètre est couplé à un daguerréotype."
It took until 1885 for photographic plates to be systematically used in photometry.,Il faut cependant attendre jusqu’en 1885 pour voir une utilisation systématique des plaques photographiques en photométrie.
"It was in that year that the Dutch astronomer Jacobus Cornelius Kapteyn began to measure the brightness of 454,875 stars from the Southern Hemisphere.","C’est, en effet, à ce moment que l’astronome hollandais Jacobus Cornelius Kapteyn commence à mesurer les éclats de 454 875 étoiles de l’hémisphère Sud."
The technique typically used at the time to determine an object’s brightness consisted of measuring its diameter on a photographic plate.,La technique généralement utilisée pour déterminer l’éclat d’un objet consiste alors à mesurer son diamètre sur une plaque photographique.
"The more intense the brightness, the more the plate would react and the greater the diameter of the image.","Plus l’éclat est intense, plus la plaque réagit et plus le diamètre est grand."
"The problem with this method is that if the light is too intense, the emulsion becomes saturated and stops reacting.","Le problème avec cette méthode est que si la lumière est trop intense, l’émulsion devient saturée et cesse de réagir."
"In 1910, the American astronomer Charles Edward Pickering found a solution to the problem of saturation: he proposed to measure the amount of light passing through the object’s image on the plate, rather than its diameter.","En 1910, l’astronome américain Charles Edward Pickering parvient à résoudre le problème : il propose de mesurer la quantité de lumière qui parvient à passer au travers de l’image stellaire plutôt que de déterminer son diamètre."
Many improvements have been made to photographic photometers during the 20th century.,De nombreuses autres améliorations seront apportées aux photomètres photographiques lors du vingtième siècle.
"Some of the most notable include the addition of an adjustable iris around a star’s image (1934), the complete automation of the procedure (1969), and the addition of a laser to increase the precision of the data (1971).","Parmi celles-ci, notons l’addition d’un iris ajustable projeté autour de l’image de l’étoile en 1934, l’automatisation complète du procédé en 1969 et l’ajout d’un laser pour rendre plus précise la prise de données en 1971."
"Astronomers « Return to the instruments Infrared cameras Photographing the invisible using infrared light In 1800, the German astronomer William Herschel was the first to discover that light is not always visible to the naked eye.","Astronomes « Retour aux instruments Les caméras infrarouges Photographier l’invisible au-delà de la lumière rouge En 1800, l’astronome d’origine allemande William Herschel est le premier à découvrir que la lumière n’est pas toujours visible à l’œil nu."
"During an optical experiment, Herschel passed sunlight through a prism to separate the white light into its coloured components.","Au cours d’une expérience d’optique, Herschel fait passer de la lumière solaire blanche à travers un prisme de façon à la décomposer en rayons lumineux de différentes couleurs."
"Using a thermometer, he measured the temperature of each of the coloured rays and determined that the temperature increased from blue to red.","À l’aide d’un thermomètre, il mesure ensuite la température de chacune des couleurs produites et constate que celle-ci augmente du bleu vers le rouge."
"Pushing his experiment a little bit further, Herschel placed the thermometer beyond the red light rays where no light was visible.","Poussant plus loin son expérience, l’astronome a alors l’idée de placer son thermomètre juste après les rayons de couleur rouge, là où aucune lumière n’est visible."
"To his great surprise, he measured a temperature even higher than that within any of the visible rays.","À sa grande surprise, il mesure alors la température la plus élevée."
"He proved, for the first time ever, that invisible light – the infrared – exists beyond the red portion of the light spectrum.",Il vient ainsi de prouver qu’il existe de la lumière qui ne peut être vue par les yeux juste au-delà de la lumière rouge : c’est la lumière infrarouge.
"In 1856, the Scottish astronomer Charles Piazzi Smyth detected infrared light emanating from the Moon.","En 1856, l’astronome écossais Charles Piazzi Smyth détecte de la lumière infrarouge en provenance de la Lune."
He conducted his observations at different elevations and realized that the best data had been collected at the highest elevations.,Il effectue des observations à différentes altitudes et réalise que les meilleures données sont recueillies à partir de points élevés sur la surface du globe.
