en,fr
• Weekly Livestock and Meat Report,• Rapport hebdomadaire sur le marché des bestiaux et de la viande
• Monthly Livestock and Meat Report,• Rapport mensuel sur le marché des bestiaux et de la viande
• Livestock Market Review,• Revue du marché des bestiaux
• Weekly Hog Supply Report,• Approvisionnements de viande de porc données hebdomadaires
• Weekly Veal Supply Report,• Approvisionnements de viande de veau données hebdomadaires
• Monthly Sheep Supply Report,• Données mensuelles sur les approvisionnements de viande rouge moutons et agneaux
• Atlantic Weekly Report,• Rapport Hebdomadaire de l'Atlantique
• Cattle On Feed Report,• Bovins mis au paturage
• Cattle Inventory per Farm Type,• Inventaire de bovins par type de ferme
• Restricted Feeder Cattle Report,• Rapport bovins d'engraissement restreint
• Statistical Briefers,• Résumé de statistiques
"Special Crops, Grains, Oilseeds Market Analysis Division (Agricutlure and Agri-Food Canada) www.agr.gc.ca/mad-dam","Cultures spéciales, céréales et oléagineux Division de l'analyse du marché (Agricutlure et Agroalimentaire Canada) www.agr.gc.ca/mad-dam"
• Weekly Price Summary,• Aperçu des prix hebdomadaires
• Grains and Oilseeds Outlook,• Perspectives des céréales et oléagineux
• Pulse and Special Crops Outlook,• Perspectives des légumineuses et cultures spéciales
Export Requirements Stage 1 - Meeting in-Canada Requirements to Export Agri-Food Trade Policy,Clé des exportations Étape 1 - Répondre aux exigences du Canada en ce qui a trait à l’exportation Politques commerciales agroalimentaire
"Agriculture and Agri-Food Canada (AAFC) is in the process of developing and implementing an integrated and comprehensive agricultural policy, the Agricultural Policy Framework, to help the Canadian agriculture and agri-food sector better meet consumer demands at home and abroad.","À Agriculture et Agroalimentaire Canada (AAC), nous sommes en train d'élaborer et de mettre en application une politique agricole intégrée et globale, le Cadre stratégique pour l'agriculture, pour aider les intervenants du secteur agricole et agroalimentaire canadien à mieux répondre aux demandes des consommateurs, chez nous et à l'étranger."
"This framework will position the sector as the world leader in food safety and food quality, environmentally responsible production and innovation.","Ce cadre permettra de positionner le secteur comme chef de file mondial en matière d'innocuité et de qualité des aliments, de production écologique et d'innovation."
"Information about international agricultural trade policy, including Canada's participation in on-going agricultural trade negotiations, and domestic consultations that are currently underway.","Renseignements sur les politiques de commerce agricole international, notamment la participation du Canada aux négociations commerciales agricoles actuelles et les consultations nationales qui sont en cours."
Main Website: www.agr.gc.ca/itpd-dpci Sub-sections within Agri-food Trade Policy Website,Site web principal :www.agr.gc.ca/itpd- dpci  Sous-sections du site Web Politiques commerciales agroalimentaires
• Trade Agreements,• Accords commerciaux
• Current Negotiations,• Négociations en cours
• Technical Trade Issues,• Obstacles techniques au commerce
• International Links,• Liens internationaux
• Trade Topics,• Sujets commerciaux
• Country Profiles,• Profils des pays
Export Requirements STAGE 1 - Meeting in-Canada Requirements to Export Shipping and Customs Services  General,Clé des exportations ÉTAPE 1 - Répondre aux exigences du Canada en ce qui a trait à l'exportation Services d'expédition et dédouanement  Général
• International Freight Forwarding in Canada AAFC 2006,• Le transit international au Canada AAC 2006
• Canadian International Freight Forwarders Association CIFFA,• Association des transitaires internationaux canadiens
• Leonard's Guide Online (directory),• Leonard's Guide Online
• Freightworld.com,• Freightworld
• Freight Forwarders Directory FreightNet,• Freight Forwarders Directory - FreightNet
• Guides and Tips for International Cargo Shipments ITCan,• Guides et conseils pratiques concernant les expéditions internationales de cargaison Service des délégués commerciaux du Canada
• Acts and Regulations Transport Canada,• Lois et règlements concernant les transports - Transports Canada
• Export Link The Business Link,• Exporting Small Commercial Shipments to the U.S.
• Quebec Association of Export Trading Houses  Air,• Associations des maisons de commerce extérieur du Québec  Transport aérien
 Marine, Transport maritime
• Container Shipping Lines Serving Vancouver AAFC 2006,• Lignes maritimes de transconteneurs à Vancouver AAC 2006
• Major Canadian Ports - Transport Canada,• Grands ports canadiens
• Great Lakes / St. Lawrence Seaway System,• Le réseau Grands Lacs / voie maritime du Saint-Laurent
• Canadian Ports in the Atlantic Region,• Ports canadiens dans la région de l'Atlantique
• International Maritime Organization,• Organisation Maritime Internationale
• International Association of Ports and Harbours  Rail,• International Association of Ports and Harbours  Transport ferroviaire
• Canadian Railway Network - Transport Canada,• Le réseau ferroviaire canadien - Transports Canada
• Canadian National Rail,• Chemin de fer Canadien National
• Canadian Pacific Rail,• Chemin de fer Canadien Pacifique
• Railway Association of Canada,• Association des chemins de fer du Canada
• Association of American Railroads  Road,• Association of American Railroads  Transport routier
Others,Autres
• Business Services to International Destinations - Canada Post,• Services aux entreprises internationales - Postes Canada
Market Access Tariffs and Customs  Canada The Department of Foreign Affairs and International Trade (DFAIT) through its Tariffs and Market Access Division (EAT) offers market access information to Canadian exporters such as:,"Accès aux marchés Tarifs et douanes  Canada Le Ministère des Affaires étrangères et du Commerce international (MAECI) par l'entremise de la Direction des droits de douane et de l'accès aux marchés (EAT), fournit aux exportateurs canadiens de l'information relative à l'accès aux marchés telle que:"
"• Tariffs, taxes, rules of origin and some entry procedures for  Canadian goods being exported to foreign countries.","• les droits de douane, les taxes, les règles d'origine ainsi que certaines mesures douanières ou frontalières pour les produits canadiens exportés vers les pays étrangers."
"For information on ""Tariffs and Market Access"":",Pour de l'information sur les droits de douane et de l'accès aux marchés :
Telephone: (613) 944-5070 or (613) 944-1569 Fax: (613) 944-4840 or (613) 992-6002 E-mail: eat@dfait-maeci.gc.ca  International,Téléphone : (613) 944-5070 ou (613) 944-1569 Télécopieur : (613) 944-4840 or (613) 992-6002 Courriel : eat@dfait-maeci.gc.ca  Internationaux
• Search for Commodities Statistics Canada,• Choisir le produit Statistique Canada
• World Customs Organization  Americas,• World Customs Organization  Les États-Unis et L'Amérique latine
• Doing Business in the NAFTA Region ITCan,• Faire des affaires dans la région de l'ALENA CICan
"• Canadian Export Classification, 2004 Statistics Canada","• Classification des exportations canadiennes, 2004 Statistique Canada"
• At the border Canada Border Services Agency,• À la frontière Agence des services frontaliers du Canada
• Cross Border Tax & Transactions Bercik & Roberts LLP  Europe,• Cross Border Tax & Transactions Bercik & Roberts LLP  L'Europe
• Estonia Tax and Customs Board  Asia,• Estonia Tax and Customs Board  L'Asie-Pacifique
• Harmonized Tariff Schedule of P.R. China (2004) intbit  Africa,• Harmonized Tariff Schedule of P.R. China (2004) intbit  L'Afrique
Export Requirements Stage 2 - Meeting International Requirements to Export International Trade Organizations,Clé des exportations Étape 2 - Satisfaire aux exigences internationales à l’exportation Organisations internationales du commerce
"Consult export regulations, standards and guidelines from an international perspective.","Consultez les règlements, les normes et les lignes directrices en matière d’exportation selon une perspective internationale."
WTO - World Trade Organization The World Trade Organization (WTO) is the only global international organization dealing with the rules of trade between nations.,MC - L'Organisation mondiale du commerce L'Organisation mondiale du commerce (OMC) est la seule organisation internationale qui s'occupe des règles régissant le commerce entre les pays.
"At its heart are the WTO agreements, negotiated and signed by the bulk of the world’s trading nations and ratified in their parliaments.","Au cœur de l'Organisation se trouvent les Accords de l'OMC, négociés et signés par la majeure partie des puissances commerciales du monde et ratifiés par leurs parlements."
"The goal is to help producers of goods and services, exporters, and importers conduct their business.","Le but est d'aider les producteurs de marchandises et de services, les exportateurs et les importateurs à mener leurs activités."
• SPS - Sanitary and Phytosanitary Measures,• SPS - Mesures sanitaires et phytosanitaires
FAO- Food and Agriculture Organization of the United Nations:,FAO - Organisation des Nations Unies pour l'alimentation et l'agriculture:
"Food Outlook contains analysis and statistical information on developments in the world cereal markets, export prices and ocean freight rates.","Il donne aussi les derniers renseignements disponibles sur l'évolution des stocks, les importations, les exportations, les prix et l'aide alimentaire."
"Special features are included on the impact of El Niño/La Niña on food and agriculture, specific commodity markets such as meat and milk, cassava, sugar and fats and oils, as well as trends in global food aid availability and shipments, and on food emergencies around the world.","ISO - International Organization for Standardization Une fédération mondiale d'organismes de normalisation représentant plus de 130 pays, qui vise à promouvoir l'avancement de la normalisation et les activités connexes dans le monde afin de faciliter les échanges internationaux de produits et services ainsi que la coopération dans les sphères d'activité intellectuelle, scientifique, technologique et économique."
"FITA - The Federation of International Trade Associations Aiming to foster international trade by strengthening the role of local, regional, and national associations throughout the United States, Mexico and Canada that have an international mission, also covers trading information and leads for its member countries, as well as world trade news.","FITA - The Federation of International Trade Associations Vise à promouvoir le commerce international en renforçant le rôle des associations locales, régionales et nationales des États-Unis, du Mexique et du Canada qui ont une mission internationale; fournit également des renseignements commerciaux et des pistes de clients éventuels pour ses États membres, ainsi que des nouvelles sur le commerce mondial."
"SICE - Foreign Trade Information System Covers various trade information, such as, trade agreement, intellectual property rights, investment treaties and more.","SICE - Système d'information du commerce extérieur Fournit des renseignements commerciaux divers, notamment sur les accords commerciaux, les droits de propriété intellectuelle, les traités d'investissement et d'autres questions."
Additional Sources of Information,Les sources supplémentaires d'information
• Foreign country agreement CFIA,• Pays étranger - protocoles d'entente
• *Accreditation of individuals to sign federal phytosanitary certificates (NAPPO),• *Accreditation of individuals to sign federal phytosanitary certificates (NAPPO) (anglais seulement)
• Export related policy directives CFIA,• Directives relatives aux exportations
• Quality system manual for authorized certification official (ACO) program for the signing of phytosanitary certificates,• Programme des certificateurs officiels autorisés (COA) à signer les certificates phytosanitaires
ALGERIA Agri-Food Country Profile Statistical Overview July 2004 Forward This information piece is provided to update the statistical information of existing documents on Algeria.,ALGÉRIE Profil du secteur agroalimentaire Aperçu statistique Juillet 2004 Avant-propos Ce rapport vise à mettre à jour l’information statistique contenue dans les documents existants sur l’Algérie.
Due to recent economic developments an update was deemed necessary.,Cette mise à jour a été jugée nécessaire en raison de l’évolution récente de la situation économique.
"The government is currently focusing its attention on economic modernization and international relations, with specific goals of reducing unemployment and diversifying a petroleum-based economy.","À l’heure actuelle, le gouvernement algérien travaille surtout à moderniser le système économique du pays et à tisser des liens internationaux, et plus précisément à réduire le chômage et à diversifier l’économie, qui est fortement tributaire de l’industrie pétrolière."
"In 2001, the Algerian government launched an economic recovery platform that supported a drive towards economic growth and stability.","En 2001, le gouvernement algérien a mis en oeuvre un programme de redressement économique favorisant la croissance et la stabilité de l’économie."
"The US$7 billion dollar program focused on revitalizing agricultural production, stepping up public water, improving transport and infrastructure, improving living standards and promoting local development.","Ce programme de 7 milliards de $US visait à revitaliser la production agricole, à développer le réseau public de distribution d’eau, à améliorer l’infrastructure et les services de transport, à rehausser le niveau de vie et à encourager les projets locaux de mise en valeur."
"Additional reforms seek to integrate Algeria into the world economy, freeing the country from it’s dependence on the hydrocarbon industry, and enabling private enterprise to access the energy and mining opportunities within the country.",D’autres plans de réforme cherchent à intégrer l’Algérie à l’économie mondiale en libérant le pays de sa dépendance à l’égard de l’industrie des hydrocarbures et en permettant aux entreprises privées de tirer profit des débouchés offerts par les secteurs algériens de l’énergie et des mines.
The path towards liberalization of the economy has already shown positive impacts.,Les initiatives de libéralisation de l’économie ont déjà commencé à porter leur fruit.
"In 2003 economic reforms, as well as reforms to investment regulations attracted US$2.3 billion of foreign direct investment (FDI), the second largest destination for FDI in the African continent.","En 2003, l’investissement étranger direct (IED) fait au pays par suite des réformes économiques et de la modification des règlements régissant l’investissement a totalisé 2,3 milliards de $US, ce qui classe l’Algérie au deuxième rang des pays africains pour l’importance de l’IED."
"Current Situation The Algerian economy has grown steadily in the last few years, with growth rates of 4% in 2002 and 7% in 2003.","Situation actuelle L’économie algérienne a progressé régulièrement au cours des dernières années, son taux de croissance s’étant établi à 4 %, en 2002, et à 7 %, en 2003."
This growth is a result of strong performance in the oil and gas industry and regular increases in hydrocarbon and agri-food production.,Cette expansion est attribuable au fort rendement de l’industrie du pétrole et du gaz et à l’accroissement soutenu de la production d’hydrocarbures et de produits agroalimentaires.
"Despite drawing in a lot of revenue for the economy, the oil sector does not contribute positively to the unemployment problem.","Même s’il génère beaucoup de recettes pour le pays, le secteur pétrolier ne contribue pas à réduire le chômage, qui était évalué à 29 %, en 2003."
This has resulted in Algeria placing great emphasis on decreasing large scale unemployment estimated at 29% in 2003.,"En conséquence, l’Algérie déploie des efforts considérables pour amenuiser ce problème."
This number may reach as high as 50% for the under 30's age group.,Le taux de chômage peut atteindre jusqu’à 50 % chez les moins de 30 ans.
"With 60-70% of the population under the age of 30, the government has recognized the need for decisive action to alter the countries employment numbers.","Comme entre 60 et 70 % de la population se situe dans ce groupe d’âge, le gouvernement reconnaît qu’il doit prendre des mesures énergiques pour corriger la situation."
"The government generally relies on the army to maintain stability, but with the recent re-election of the first non military President, Abdelaziz Bouteflika with 85% of the popular vote, stability is expected to be maintained via other methods over the next two year period.","Le gouvernement fait généralement appel à l’armée pour assurer la stabilité, mais avec la réélection récente du premier président civil, M. Abdelaziz Bouteflika, qui a recueilli 85 % des suffrages exprimés, il est probable que la stabilité sera maintenue autrement au cours des deux prochaines années."
"This non military leadership, supported by a majority of the population indicates that militants are a politically depleted force.","Le fait qu’un régime non militaire ait été porté au pouvoir, appuyé par 85 % du vote national, laisse supposer qu’en tant que force politique, les militants islamistes sont en perte de vitesse."
"However, this stand against Islamist insurgency has not completely hindered their efforts, as they have since launched daring attacks on security forces.","Toutefois, ce revers n’a pas complètement freiné les activités du groupe, qui a depuis déclenché des attaques audacieuses contre les forces de sécurité."
"There will be little pressure from a financial angle for reform, since the Algerian government projects record hydrocarbon sales in 2004.","Comme le gouvernement algérien s’attend à des ventes record d’hydrocarbures en 2004, le volet financier de la réforme ne sera pas au premier plan."
Past reforms were required due to strong levels of expenditure and weaker earnings from oil and gas output.,"Dans le passé, des réformes devaient être entreprises du fait que les dépenses étaient élevées et que les recettes provenant de la production pétrolière et gazière étaient plus faibles."
"Real GDP growth is expected to remain high at 6.2% in 2004 due to oil and gas industry output, with GDP growth rate projections extending into 2005 at 7.5%.","Selon les prévisions, la croissance du PIB réel demeurera élevée en 2004 (6,2 %), en raison du fort rendement de l’industrie du pétrole et du gaz, et devrait grimper à 7,5 % en 2005."
"Overall export earnings are predicted to reach US$32 billion in 2004, a direct result of record high oil prices.","Dans l’ensemble, les recettes d’exportation devraient atteindre 32 milliards de $US en 2004, en raison des sommets sans précédent que les prix du pétrole ont atteints."
This will send the account surplus up to US$13 billion or 18% of GDP.,"En conséquence, l’excédent du compte courant montera à13 milliards de $US, soit 18 % du PIB."
"The surplus is expected to lessen in 2005 as oil prices level off, but will still remain significant at nearly 14% of GDP.","Ce surplus devrait diminuer en 2005 avec la stabilisation des prix du pétrole, mais il demeurera quand même appréciable (près de 14 % du PIB)."
Algeria has accumulated a cushion of deposits in the central bank substantial enough to cover budgetary and balance of payments financing needs for over two years following any kind of downturn in oil prices.,La banque centrale de l’Algérie a accumulé suffisamment de dépôts pour satisfaire aux besoins de financement du budget et de la balance des paiements pour une période de plus de deux ans après un repli quelconque des prix du pétrole.
"Consumer Market It is difficult to assess the potential for western consumer goods in Algeria, as the Algerian consumer market has not yet been exposed to Western style marketing techniques.","Marché de consommation Il est difficile d’évaluer dans quelle mesure les produits de consommation occidentaux pourraient être acceptés en Algérie, car les techniques de commercialisation de type occidental n’ont pas encore été appliquées dans le marché de consommation algérien."
"As the number of working women increases, the demand for ready-made processed products is also increasing.",L’accroissement du nombre de femmes occupées intensifie la demande de produits transformés prêts à servir.
"Traditional cooking habits are not forgotten, but variations on diets and food preparation are slowly being adopted.","Les méthodes traditionnelles de préparation des mets ne sont pas abandonnées, mais les consommateurs optent peu à peu pour des régimes et des produits alimentaires différents."
"As a traditional society, Algerians require traditional methods of product exposure.",Les Algériens forment une société traditionnelle qui doit être exposée aux nouveaux produits selon des méthodes traditionnelles.
"While consumers are more familiar with seeing imported products, the combination of low incomes and high consumer prices for these goods has made success difficult.","Bien que les consommateurs soient plus habitués à la présence de produits importés, ceux-ci connaissent difficilement du succès en raison de leur prix élevé et du faible revenu de la population."
A positive for the import sector can be seen through the rise in private importers since the economic liberalization that took place in 1997.,"Le nombre d’importateurs privés a augmenté depuis la libéralisation économique de 1997, ce qui représente un signe encourageant pour le secteur de l’importation."
Algeria:,consommateurs de lait.
"Key Algerian exports are dates, wine and potatoes.",L’Algérie ne sera jamais auto-suffisante en matière de production alimentaire.
Agricultural success is dependent on rainfall and therefore the sector can often suffer in times of drought.,"En général, les importations permettent de répondre à 75 % de l’ensemble des besoins alimentaires du pays."
The agriculture sector is growing in importance and size in Algeria.,Le gouvernement souhaite depuis longtemps pouvoir réduire cette proportion en améliorant les méthodes nationales de production.
"The Algerian government is seeking to advance the sector through improved agricultural production techniques, a move designed to lessen their dependence on imports.","Pour le moment, ce sont les variations climatiques qui ont la plus forte incidence sur le rendement agricole national d’une année à l’autre."
"Mutton and lamb dominate Algerian consumption, closely followed by beef.","Les principales exportations algériennes sont les dattes, le vin et les pommes de terre."
"Veal, horse and rabbit are also eaten, but in small quantities.","Comme les précipitations assurent l’abondance des récoltes, les périodes de sécheresse ont souvent des conséquences désastreuses."
Pork is not marketed in Algeria as it is prohibited by Islam.,Le secteur algérien de l’agriculture croît en taille et en importance.
"Algerian’s are also extensive milk consumers, their needs are estimated at 3 billion liters a year, two thirds of which is imported.",Ce processus permanent nécessitera une assistance technique et du matériel agricole qu’on ne trouve pas en Algérie - situation dont pourraient tirer profit les fournisseurs canadiens de tels services et produits.
"Population Main Cities Algiers Oran Constantine Annaba 1.7 million 800,000 600,000 450,000","Dans le secteur de l’agriculture, le sous-secteur des céréales se ressent particulièrement des problèmes d’inefficacité et d’obsolescence"
"While this market is difficult , opportunities exist within the local food processing industry to provide raw and semi- processed goods.","Le blé dur accapare 43 % de la surface de production agricole du pays, suivi du blé tendre, qui en occupe 19 %."
"The number of food processors is growing, and they are demanding quality raw materials.","Néanmoins, l’Algérie doit quand même importer d’énormes volumes de blé pour satisfaire à la demande nationale."
Key processing sectors are dairy and milling.,"Cependant, les programmes gouvernementaux ont déjà commencé à influer sur le rendement céréalier."
Many processors prefer to import directly as opposed to buying from a local importer.,"Les récoltes de blé dur, de blé, d’orge et d’avoine ont toutes été plus abondantes."
Canadian exporters can play a role in directly supplying these processors.,"Malgré l’excellent rendement saisonnier, le pays a dû avoir recours aux importations pour répondre à environ un tiers des besoins nationaux en céréales."
"Similarly, the tourist niche also exists.","Commerce En 2003, l’Algérie a enregistré un excédent commercial de 10,8 milliards de $US."
Canadian exporters of consumer-oriented products,"Les principaux partenaires commerciaux de l’Algérie demeurent les pays de l’Union européenne, la valeur de leurs échanges totalisant 21,8 milliards de"
Algeria:,Profil du secteur agroalimentaire :
Country Profile Statistical Overview,Algérie 2004
This ongoing process will call for technical assistance and farm equipment not available in Algeria - these are prospects that would benefit from Canadian involvement and expertise.,"En 2003, les principaux pays fournisseurs de l’Algérie ont été la France (2,04 milliards de $US), l’Italie (1,04 milliard de $US), les États-Unis (1,02 milliard de $US), l’Allemagne (793 millions de $US) et l’Espagne (523 millions de $US)."
"Within agriculture, the cereals sector is greatly affected by problems with efficiency and outdated technology.",Les importations algériennes en provenance du Canada se sont chiffrées à environ 200 millions de $US.
"Durum wheat takes up 43% of the country’s agricultural production area, followed by soft wheat at 19%.","Accords commerciaux L’Algérie est partie à plusieurs accords commerciaux de plus en plus élaborés, le plus important étant l’Union du Maghreb arabe."
"However, government programs have already begun to influence its performance.","Les pays signataires comprennent l’Algérie, la Tunisie, le Maroc, la Libye et la Mauritanie."
"Harvests of durum wheat, wheat, barley and oats all increased.",Les intérêts des pays participant à cet accord ont toujours été très étroitement liés.
"Despite the great seasonal results, cereal imports were required to supplement approximately one third of national cereal requirements.",L’accord préconise une coopération régionale visant à protéger les exportations maghrébines et les travailleurs migrants d’Afrique du Nord de la puissante Communauté européenne.
Trade Algeria reported a trade surplus of US$10.8 billion in 2003.,Il favorise l’établissement d’une communauté économique.
"Exports totaled US$23.8 billion, up over 26% from 2002, while imports increased by over 8%, to US$13 billion.","Des accords d’investissement bilatéraux ont été conclus entre Algérie et la France, l’Italie, la Belgique et l’Espagne."
"Hydrocarbons continued to lead exports, at US$23 billion, an increase of 28% over 2002 totals.","Les négociations se poursuivent avec le Canada, la Russie, le Portugal et l’Inde."
"Petroleum, natural gas and petroleum products dominate Algeria’s exports at 97% of the whole market.",La plupart de ces accords contiennent des dispositions visant à éviter la double imposition.
Trade Agreements Algeria has established a number of trade agreements which are growing in strength.,Cette mesure fait partie des efforts visant à faire en sorte que les règlements en matière de commerce extérieur du pays soient conformes aux normes de l’OMC.
Most important of these is the Arab Maghreb Union.,"Ces normes exigent, entre autres, l’obtention d’une licence d’importation."
"Nations party to this agreement include Algeria, Tunisia, Morocco, Libya and Mauritania.",Un régime de délivrance de tels permis devait être mis sur pied durant le premier trimestre de 2003.
"Bilateral investment agreements are in place between Algeria and France, Italy, Belgium and Spain.",Un des objectifs prioritaires du Canada en matière d’accès aux marchés en 2004 consiste à appuyer l’accession de l’Algérie à l’OMC.
Algeria has maintained lasting ties with France.,"Cette année, le Canada espère renégocier un certificat pour le bétail sur pied."
Market Access Recent government initiatives in all areas of business are attempting to facilitate easy access to the Algerian market.,Il est souvent nécessaire d’avoir de l’expérience sur le plan du commerce international et de consacrer des sommes importantes au développement des marchés.
The move is part of an effort to bring foreign trade regulations into conformity with WTO standards.,"Les entreprises établies en sol algérien qui exportent la totalité de leur production sont entièrement exonérées d’impôt, tandis que celles qui en exportent la moitié le sont à 50 %."
"With these standards comes the requirement of import licensing, a licensing regime was intended to be","Diverses mesures ont été mises en place pour attirer l’IED : réduction des droits de douane, réduction du taux de contribution au titre"
Canadian market access efforts in 2003 resulted in the Canadian Food Inspection Agency negotiating a certificate for the export of dairy products and bovine semen.,"Commerce et investissement entre le Canada et l’Algérie Les Algériens accueillent favorablement les politiques internationales du Canada, dont celles qui ont trait aux pays en développement."
This year Canada hopes to negotiate a certificate for live cattle.,Les deux pays souhaitent resserrer leurs relations.
"Algerian organizations tend to deal only with foreign partners who have managed to gain their confidence through personal visits, careful follow up, and the ability to honor commitments.",La technologie du Canada et la capacité des entreprises canadiennes de travailler en français constituent des atouts appréciables.
"It is often necessary to have previous international experience and to spend large amounts on market development, but the contracts are substantial in terms of length.","Au cours des dernières années, plusieurs entreprises canadiennes ont participé à des projets visant à améliorer et à moderniser le secteur agricole algérien."
Algeria provides great incentive to invest within the country.,Le Canada offre aussi de l’aide financière sous forme de marges de crédit.
Companies established in Algeria that export 100% of production are exempt from taxes and companies exporting 50% of production are exempt from 50% of taxes.,L’Agence canadienne de développement international (ACDI) offre de une assistance financière et des conseils aux entreprises canadiennes qui désirent exercer des activités commerciales en Algérie.
"Offerings of reduced customs duties, reduction in social security contributions for Algerian employers from 24.5% to 7%, a three-year exemption from the value added tax on goods and services acquired locally or imported, and exemption on property taxes are all in place to attract FDI.","Le pays se classe au deuxième rang en Afrique et au Moyen-Orient, derrière l’Afrique du Sud, pour l’importance des contributions faites dans le cadre du programme, ce qui témoigne assurément d’un intérêt bilatéral entre les deux pays et de l’appui du Canada."
This attraction has been successful with Algeria second only to South Africa in FDI generation on the African continent.,"En 2003, la valeur du commerce de marchandises entre le Canada et l’Algérie a totalisé 2,75 milliards de $, en hausse de 25 % par rapport à 2002."
"Canada - Algeria Trade and Investment Algerians take a favourable view of Canada’s international policies, including those toward the developing world.","Les exportations du Canada ont atteint 350 millions de $, tandis que les importations provenant de l’Algérie ont été évaluées à 2,4 milliards de $, ce qui a donné lieu à une balance commerciale déficitaire de 2,05 milliards de $."
There is a mutual desire between the two governments to intensify,"Le pétrole et le gaz naturel représentaient 97 % des importations provenant de l’Algérie, la"
Canada also provides financial assistance through open lines of credit.,Les importations ont augmenté de près de 40 % par rapport à 2002.
The Canadian International Development Agency (CIDA) provides financial assistance and counseling to Canadian firms seeking to initiate business activity in Algeria.,Cette hausse s’explique par le fait que la valeur des importations de pétrole et de gaz naturel de l’Algérie a progressé de plus de 660 millions de $.
"Algeria holds the second position in Africa and the Middle East for level of contributions under the program, a strong indication of bilateral interest and support.","Le blé s’est classé au premier rang des exportations destinées à l’Algérie, avec une part de 58 %."
Country Profile Statistical Overview,Profil du secteur agroalimentaire :
Two-way agricultural trade was valued at $244 million in 2003.,"1,7 million de $, ce qui s’est traduit par une balance commerciale excédentaire de 240,6 millions de $."
"Canada’s exports were valued at $242.3 million, and imports from Algeria were valued at $1.7 million resulting in a positive trade balance of $240.6 million.","En 2003, la part du blé dans les exportations agricoles canadiennes vers l’Algérie était de 84,2 % ou 204 millions de $."
"Lentils represented 12.6% of the export market, while chickpeas, milk powder and sunflower seeds each represented less than 1% of the total agricultural export market.","Les lentilles représentaient 12,6 % du marché d’exportation, tandis que les pois chiches, la poudre de lait et les graines de tournesol comptaient chacun pour moins de 1 % de l’ensemble du marché des exportations agricoles."
"Canada imported $955,000 worth of dates from Algeria, $632,000 worth of grape wines and $37,000 worth of both tobacco and olive oil.","Le Canada a importé pour 955 000 $ de dattes, 632 000 $ de vins à base de raisin et 37 000 $ de tabac et d’huile d’olive de l’Algérie."
"Bulk exports decreased from 2002 to 2003, a result of the decrease in wheat exports.","Il y a eu diminution des exportations en vrac entre 2002 et 2003, à la suite du déclin des exportations de blé."
"Bulk total exports in 2002 were valued at $323 million, which decreased to $206 million in 2003.","La valeur totale des exportations en vrac, qui se chiffrait à 323 millions de $ en 2002, a régressé à 206 millions de $ en 2003."
"Intermediate goods remained close to 2002 totals, amounting to $35.7 million in 2003.","Les exportations de biens intermédiaires ont atteint 35,7 millions de $ en 2003, soit à peu près le même montant qu’en 2002."
"Exports of consumer goods dropped dramatically from $2.3 million in 2002 down to only $63,685 in 2003.","Les exportations de biens de consommation ont enregistré une forte baisse, passant de 2,3 millions de $ en 2002, à seulement 63 685 $, en 2003."
Agri-Food COUNTRY PROFILE Israel July 2004,Profil agroalimentaire d’un pays Israël Juillet 2004
Israel AGRI-FOOD COUNTRY PROFILE July 2004 Executive Summary,Israël PROFIL AGROALIMENTAIRE D’UN PAYS Juillet 2004 Sommaire
"• The Israeli Economy is open and modern, featuring a well developed high tech sector.","• Israël possède une économie ouverte et moderne, dotée d’un secteur de technologie de pointe bien développé."
Israel is home to one of the worlds most skilled and educated work forces.,Sa main-d’oeuvre est l’une des plus qualifiées et des plus éduquées au monde.
Israel’s most remarkable economic accomplishment has been the rate at which the economy has grown.,La très forte augmentation de son taux de croissance constitue la plus remarquable réussite d’Israël sur le plan économique.
Israel’s export market has expanded from $5.6 billion in 1985 to $27.7 billion in 2003.,"Le marché d’exportation israélien est en effet passé de 5,6 milliards de dollars en 1985 à 27,7 milliards de dollars en 2003."
"In 2003 Israel reported a trade deficit of US$6 billion, the lowest since 1991.","En 2003, Israël a fait état d’un déficit commercial de 6 milliards de dollars US, soit le plus faible depuis 1991."
The Israeli economy has shown strength in light of current economic and political hurdles.,"Son économie est robuste, compte tenu de contraintes sur le plan économique et politique."
"Foreign Affairs Canada and The Federation of Israeli Chambers of Commerce both consider 2004 to be a turning point for the economy as they report emerging opportunities in telecommunications, energy, oil and gas, agri-food and fish.","Affaires étrangères et Commerce international Canada et la Fédération des chambres de commerce israéliennes, qui font état de nouvelles possibilités dans les secteurs des télécommunications, de l’énergie, du pétrole et du gaz, de l’agroalimentaire et des pêches, estiment que l’année 2004 sera une période charnière pour l’économie."
Market access priorities for 2004 seek to expand the Canada-Israel Free Trade Agreement product coverage and secure long term opportunities for Canadian agri-food products.,Les priorités pour 2004 en matière d’accès aux marchés sont d’élargir les catégories de produits visés par l’Accord de libre-échange Canada-Israël et de garantir des débouchés à long terme pour les produits agricoles canadiens.
Israel offers a sophisticated and diversified market for agri-food products.,Israël représente un marché évolué et diversifié pour les produits agroalimentaires.
Israel’s total agri-food imports amount to $US 3 billion per year.,Ses importations de produits agroalimentaires s’élèvent au total à 3 milliards de dollars US annuellement.
______________________________________________________________________________ The Government of Canada has prepared this report based on primary and secondary sources of information.,______________________________________________________________________________ Le gouvernement du Canada a préparé le présent rapport en se fondant sur des sources d'information primaires et secondaires.
